"Publication No."	"Publication Title"	"CASRN"	"Test Article Name"	"Test Article No."	"Testing Status URL"	"Study No."	"Species"	"Sex"	"Route"	"Exposure"	"Organ"	"Level of Evidence"	"Tumor Type/Incidence"	"Finding Type"	"Lab"	"Peer Review Date"	"Description"
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Forestomach"	"TR-384"	"SQUAMOUS CELL PAPILLOMA 3/52 28/51 22/54 33/56; SQUAMOUS CELL CARCINOMA 0/52 40/51 50/54 51/56"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Forestomach"	"TR-384"	"SQUAMOUS CELL PAPILLOMA 0/50 13/49 32/51 17/52; SQUAMOUS CELL CARCINOMA 0/50 3/49 9/51 4/52"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Forestomach"	"TR-384"	"SQUAMOUS CELL PAPILLOMA 0/50 29/50 33/49 38/52; SQUAMOUS CELL CARCINOMA 0/50 9/50 27/49 13/52"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Harderian Gland"	"TR-384"	"ADENOMA 2/50 6/50 7/51 10/55"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Harderian Gland"	"TR-384"	"ADENOMA 1/52 2/51 10/54 11/56"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Intestines (Large)"	"TR-384"	"ADENOCARCINOMA 0/49 0/47 1/52 2/52"	"Equivocal Evidence"	"Female"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"May Have Been Related"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Intestines (Large)"	"TR-384"	"ADENOCARCINOMA 0/50 0/50 2/48 1/52"	"Equivocal Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"May Have Been Related"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Kidney Tubular Cell"	"TR-384"	"ADENOMA 0/50 2/50 20/49 21/52"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Liver"	"TR-384"	"ADENOMA 6/50 9/50 8/51 31/55 OR CARCINOMA 1/50 3/50 0/51 2/55 COMBINED 7/50 11/50 8/51 31/55"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Liver"	"TR-384"	"ADENOMA 11/52 18/51 21/54 29/56; CARCINOMA 13/52 24/51 24/54 31/56"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Mammary Gland"	"TR-384"	"ADENOCARCINOMA 1/50 6/49 12/52 21/52"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Oral Cavity"	"TR-384"	"SQUAMOUS CELL PAPILLOMA 0/52 0/51 0/54 2/56"	"Equivocal Evidence"	"Male"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"May Have Been Related"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Oral Cavity"	"TR-384"	"SQUAMOUS CELL CARCINOMA 0/50 0/50 1/51 5/55"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Oral Cavity"	"TR-384"	"SQUAMOUS CELL PAPILLOMA 1/50 5/49 10/52 18/52 ; SQUAMOUS CELL CARCINOMA 0/50 1/49 21/52 21/52"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Oral Cavity"	"TR-384"	"SQUAMOUS CELL PAPILLOMA 0/50 4/50 9/49 19/52; SQUAMOUS CELL CARCINOMA 1/50 0/50 11/49 25/52"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Pancreas Acinar Cell"	"TR-384"	"ADENOMA 5/50 21/50 36/49 29/52"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Preputial Gland"	"TR-384"	"ADENOMA 5/49 3/47 5/49 11/50 OR CARCINOMA 0/49 3/47 3/49 5/50 COMBINED 5/49 6/47 8/49 16/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Uterus/Cervix"	"TR-384"	"ADENOMA 0/50 1/50 0/51 3/54; ADENOCARCINOMA 0/50 4/50 3/51 6/54; POLYP 0/50 2/50 1/51 6/54"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Zymbal Gland"	"TR-384"	"CARCINOMA 0/60 1/59 0/60 4/60"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"96-18-4"	"R: 0,3,10,30, M: 0,6,20,60 MG/KG"	"Zymbal Gland"	"TR-384"	"CARCINOMA 0/60 0/60 0/59 3/60"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"07/09/1991"	"Toxicology and Carcinogenesis Studies of 1,2,3-Trichloropropane (CASRN 96-18-4) in F344 Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C60220B"	"1,2,3-Trichloropropane"	"10186-C"	"http://ntp.niehs.nih.gov/go/TS-10186-C"	"Paint and varnish remover. Solvent. Degreasing agent. Intermediate for polysulfide liquid polymers."
"106-99-0"	"0,625,1250 PPM/50 PER GROUP"	"Brain"	"TR-288"	"GLIOMA 0/50 2/48 1/49"	"Equivocal Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"10/28/1983"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"May Have Been Related"	"C50602A"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Brain"	"TR-434"	"(STOP STUDY) GLIOMA 0/50 2/50 0/50 1/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Forestomach"	"TR-434"	"SQUAMOUS CELL PAPILLOMA OR CARCINOMA 0/50 0/50 3/50 2/50 4/50 22/80"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0,625,1250 PPM/50 PER GROUP"	"Forestomach"	"TR-288"	"PAPILLOMA 0/49 4/42 10/49"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"10/28/1983"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602A"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0,625,1250 PPM/50 PER GROUP"	"Forestomach"	"TR-288"	"PAPILLOMA 0/49 5/40 0/44"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"10/28/1983"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602A"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Forestomach"	"TR-434"	"SQUAMOUS CELL PAPILLOMA OR CARCINOMA 1/50 0/50 0/50 1/50 8/50 4/73, STOP STUDY 3/50 7/50 9/50 10/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Harderian Gland"	"TR-434"	"ADENOMA OR CARCINOMA 8/50 10/50 7/50 15/50 20/50 9/80"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Harderian Gland"	"TR-434"	"ADENOMA OR CARCINOMA 6/50 7/50 9/50 20/50 31/50 6/73, STOP STUDY 27/50 23/50 30/50 13/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Hematopoietic System"	"TR-434"	"LYMPHOMA 6/50 12/50 11/50 7/50 9/50 32/80; HISTIOCYTIC SARCOMA 3/50 2/50 7/50 4/50 7/50 4/80"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0,625,1250 PPM/50 PER GROUP"	"Hematopoietic System"	"TR-288"	"LYMPHOMA 1/50 10/49 10/49"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"10/28/1983"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602A"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0,625,1250 PPM/50 PER GROUP"	"Hematopoietic System"	"TR-288"	"LYMPHOMA 0/50 23/50 29/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"10/28/1983"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602A"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Hematopoietic System"	"TR-434"	"LYMPHOMA 4/50 2/50 4/50 6/50 2/50 51/73, STOP STUDY 8/50 22/50 8/50 33/50; HISTIOCYTIC SARCOMA 0/50 0/50 4/50 5/50 7/50 4/73, STOP STUDY 5/50 2/50 7/50 2/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"106-99-0"	"0, 6.25, 20, 62.5, 200, 625 PPM/50 PER GROUP"	"Intestines (Small)"	"TR-434"	"CARCINOMA 0/50 1/50 1/50 1/50 2/50 0/73"	"Equivocal Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"11/21/1991"	"Toxicology and Carcinogenesis Studies of 1,3-Butadiene (CASRN 106-99-0) in B6C3F1 Mice (Inhalation Studies)"	"May Have Been Related"	"C50602C"	"1,3-Butadiene"	"10514-J"	"http://ntp.niehs.nih.gov/go/TS-10514-J"	"Chemical intermediate. Manufacture of synthetic rubber and of thermoplastic resins. Produced from petroleum gases (Merck 1989).  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
